institutionID,branchNum,acctid,acctName,acctPwd,currencyIdList,ThirdSystemId,productNumList,reckoningtime,prodAcctType,validFlag,lastLoginValidFlag,loginTimes,priority,TradeDate,ReckoningStatus,Memo,CustID,CustPwd,ExchIdList,debtAutoPaidFlag,fileThirdSystemId,PBTBusinessType,defaultPortfolio,specDefaultPortfolio,arbDefaultPortfolio,hedgeDefaultPortfolio,acctPermitList,branchCode,ownertype,tradeThirdSystemId,settleAcctId,settleAcctPwd,attachacctID,attachThirdSystemId
331,1,20220000331,开户流程验证331,,RMB,2301,592,20221008182158.0,0,,,0,0,20221014,0,,,,,,,,797,,,,,,,2301,,,,
339,1,20220000339,开户流程验证339,,RMB,2301,711,,0,,,0,0,20221014,0,,,,,,,,921,,,,,,,2301,,,,
342,1,20220000342,开户流程验证342,,RMB,2301,710,,0,,,0,0,20221014,0,,,,,,,,920,,,,,,,2301,,,,
349,1,20220000349,开户流程验证349,,RMB,2301,475,20221008180019.0,0,,,0,0,20221014,0,,,,,,,,660,,,,,,,2301,,,,
390,1,20220000390,开户流程验证390,,RMB,2301,726,,0,,,0,0,20221014,0,,,,,,,,936,,,,,,,2301,,,,
393,1,20220000393,开户流程验证393,,RMB,2301,703,,0,,,0,0,20221014,0,,,,,,,,913,,,,,,,2301,,,,
394,1,20220000394,开户流程验证394,,RMB,2301,607,,0,,,0,0,20221014,0,,,,,,,,812,,,,,,,2301,,,,
400,1,20220000400,开户流程验证400,,RMB,2301,718,,0,,,0,0,20221014,0,,,,,,,,928,,,,,,,2301,,,,
405,1,20220000405,开户流程验证405,,RMB,2301,739,,0,,,0,0,20221014,0,,,,,,,,949,,,,,,,2301,,,,
441,1,20220000441,开户流程验证441,,RMB,2301,595,20221008182238.0,0,,,0,0,20221014,0,,,,,,,,800,,,,,,,2301,,,,
454,1,20220000454,开户流程验证454,,RMB,2301,602,20221008182501.0,0,,,0,0,20221014,0,,,,,,,,807,,,,,,,2301,,,,
482,1,20220000482,开户流程验证482,,RMB,2301,699,,0,,,0,0,20221014,0,,,,,,,,907,,,,,,,2301,,,,
507,1,20220000507,开户流程验证507,,RMB,2301,692,20221008184226.0,0,,,0,0,20221014,0,,,,,,,,900,,,,,,,2301,,,,
522,1,20220000522,开户流程验证522,,RMB,2301,586,,0,,,0,0,20221014,0,,,,,,,,789,,,,,,,2301,,,,
543,1,20220000543,开户流程验证543,,RMB,2301,479,20221008180139.0,0,,,0,0,20221014,0,,,,,,,,664,,,,,,,2301,,,,
572,1,20220000572,开户流程验证572,,RMB,2301,720,,0,,,0,0,20221014,0,,,,,,,,930,,,,,,,2301,,,,
576,1,20220000576,开户流程验证576,,RMB,2301,425,20221008174549.0,0,,,0,0,20221014,0,,,,,,,,600,,,,,,,2301,,,,
583,1,20220000583,开户流程验证583,,RMB,2301,597,20221008182318.0,0,,,0,0,20221014,0,,,,,,,,802,,,,,,,2301,,,,
592,1,20220000592,开户流程验证592,,RMB,2301,652,20221008183706.0,0,,,0,0,20221014,0,,,,,,,,857,,,,,,,2301,,,,
595,1,20220000595,开户流程验证595,,RMB,2301,801,,0,,,0,0,20221014,0,,,,,,,,1037,,,,,,,2301,,,,
597,1,20220000597,开户流程验证597,,RMB,2301,568,20221008181955.0,0,,,0,0,20221014,0,,,,,,,,771,,,,,,,2301,,,,
599,1,20220000599,开户流程验证599,,RMB,2301,728,,0,,,0,0,20221014,0,,,,,,,,938,,,,,,,2301,,,,
605,1,20220000605,开户流程验证605,,RMB,2301,752,,0,,,0,0,20221014,0,,,,,,,,962,,,,,,,2301,,,,
618,1,20220000618,开户流程验证618,,RMB,2301,667,20221008183906.0,0,,,0,0,20221014,0,,,,,,,,874,,,,,,,2301,,,,
623,1,20220000623,开户流程验证623,,RMB,2301,390,,0,,,0,0,20221014,0,,,,,,,,,,,,,,,2301,,,,
625,1,20220000625,开户流程验证625,,RMB,2301,674,,0,,,0,0,20221014,0,,,,,,,,881,,,,,,,2301,,,,
626,1,20220000626,开户流程验证626,,RMB,2301,442,20221008175129.0,0,,,0,0,20221014,0,,,,,,,,618,,,,,,,2301,,,,
639,1,20220000639,开户流程验证639,,RMB,2301,453,20221008175449.0,0,,,0,0,20221014,0,,,,,,,,629,,,,,,,2301,,,,
652,1,20220000652,开户流程验证652,,RMB,2301,680,20221008184106.0,0,,,0,0,20221014,0,,,,,,,,887,,,,,,,2301,,,,
667,1,20220000667,开户流程验证667,,RMB,2301,713,,0,,,0,0,20221014,0,,,,,,,,923,,,,,,,2301,,,,
681,1,20220000681,开户流程验证681,,RMB,2301,637,20221008183325.0,0,,,0,0,20221014,0,,,,,,,,842,,,,,,,2301,,,,
686,1,20220000686,开户流程验证686,,RMB,2301,796,,0,,,0,0,20221014,0,,,,,,,,1032,,,,,,,2301,,,,
699,1,20220000699,开户流程验证699,,RMB,2301,747,,0,,,0,0,20221014,0,,,,,,,,957,,,,,,,2301,,,,
711,1,20220000711,开户流程验证711,,RMB,2301,428,20221008174649.0,0,,,0,0,20221014,0,,,,,,,,603,,,,,,,2301,,,,
713,1,20220000713,开户流程验证713,,RMB,2301,,,0,,,0,0,20221014,0,,,,,,,,,,,,,,,2301,,,,
718,1,20220000718,开户流程验证718,,RMB,2301,596,20221008182258.0,0,,,0,0,20221014,0,,,,,,,,801,,,,,,,2301,,,,
730,1,20220000730,开户流程验证730,,RMB,2301,705,,0,,,0,0,20221014,0,,,,,,,,915,,,,,,,2301,,,,
734,1,20220000734,开户流程验证734,,RMB,2301,410,20221008174249.0,0,,,0,0,20221014,0,,,,,,,,585,,,,,,,2301,,,,
748,1,20220000748,开户流程验证748,,RMB,2301,409,20221008174229.0,0,,,0,0,20221014,0,,,,,,,,584,,,,,,,2301,,,,
753,1,20220000753,开户流程验证753,,RMB,2301,452,20221008175429.0,0,,,0,0,20221014,0,,,,,,,,628,,,,,,,2301,,,,
760,1,20220000760,开户流程验证760,,RMB,2301,443,20221008175149.0,0,,,0,0,20221014,0,,,,,,,,619,,,,,,,2301,,,,
761,1,20220000761,开户流程验证761,,RMB,2301,744,,0,,,0,0,20221014,0,,,,,,,,954,,,,,,,2301,,,,
770,1,20220000770,开户流程验证770,,RMB,2301,779,,0,,,0,0,20221014,0,,,,,,,,1011,,,,,,,2301,,,,
789,1,20220000789,开户流程验证789,,RMB,2301,773,,0,,,0,0,20221014,0,,,,,,,,1005,,,,,,,2301,,,,
801,1,20220000801,开户流程验证801,,RMB,2301,621,20221008183025.0,0,,,0,0,20221014,0,,,,,,,,826,,,,,,,2301,,,,
853,1,20220000853,开户流程验证853,,RMB,2301,687,,0,,,0,0,20221014,0,,,,,,,,894,,,,,,,2301,,,,
873,1,20220000873,开户流程验证873,,RMB,2301,545,20221008181628.0,0,,,0,0,20221014,0,,,,,,,,740,,,,,,,2301,,,,
909,1,20220000909,开户流程验证909,,RMB,2301,462,20221008175749.0,0,,,0,0,20221014,0,,,,,,,,640,,,,,,,2301,,,,
925,1,20220000925,开户流程验证925,,RMB,2301,644,,0,,,0,0,20221014,0,,,,,,,,849,,,,,,,2301,,,,
938,1,20220000938,开户流程验证938,,RMB,2301,682,20221008184126.0,0,,,0,0,20221014,0,,,,,,,,889,,,,,,,2301,,,,
944,1,20220000944,开户流程验证944,,RMB,2301,745,,0,,,0,0,20221014,0,,,,,,,,955,,,,,,,2301,,,,
948,1,20220000948,开户流程验证948,,RMB,2301,694,20221008184246.0,0,,,0,0,20221014,0,,,,,,,,902,,,,,,,2301,,,,
957,1,20220000957,开户流程验证957,,RMB,2301,,,0,,,0,0,20221014,0,,,,,,,,,,,,,,,2301,,,,
962,1,20220000962,开户流程验证962,,RMB,2301,725,,0,,,0,0,20221014,0,,,,,,,,935,,,,,,,2301,,,,
965,1,20220000965,开户流程验证965,,RMB,2301,412,20221008174309.0,0,,,0,0,20221014,0,,,,,,,,587,,,,,,,2301,,,,
979,1,20220000979,开户流程验证979,,RMB,2301,594,20221008182218.0,0,,,0,0,20221014,0,,,,,,,,799,,,,,,,2301,,,,
985,1,20220000985,开户流程验证985,,RMB,2301,529,20221008181126.0,0,,,0,0,20221014,0,,,,,,,,724,,,,,,,2301,,,,
ZK000001,1,202204191790,直报现货,,RMB,2301,,20221008162423.0,0,,,0,0,20221014,0,,202204191790,,ALL,,,,,,,,,,,2301,,,,
ZK000001,1,202204251788,测试现货,,RMB,2301,,0.0,0,,,0,0,20221014,0,,202204251788,,ALL,,,,,,,,,,,2301,,,,
ZK000001,1,202205091799,A现货账户,,RMB,2301,,0.0,0,,,0,0,20221014,0,,202205091799,,ALL,,,,,,,,,,,2301,,,,
QAX,1,202208041504,QAXB,,RMB,2301,,20221008164450.0,3,,,0,0,20221014,0,,,,ALL,,,,,,,,,,,2301,,,,
QAX,1,202208041508,QAXC,,RMB,2301,,0.0,3,,,0,0,20221014,0,,,,ALL,,,,,,,,,,,2301,,,,
JIBB,1,202208081526,JIBB,,RMB,2301,,20221008164540.0,3,,,0,0,20221014,0,,,,ALL,,,,,,,,,,,2301,,,,
JICC,1,202208081532,JICC,,RMB,2301,,20221008164610.0,3,,,0,0,20221014,0,,,,ALL,,,,,,,,,,,2301,,,,
JIAA,1,20220808215219,JIAA,,RMB,2301,,20221008164510.0,0,,,0,0,20221014,0,,,,ALL,,,,,,,,,,,2301,,,,
9090,1,20220810,A账户,,RMB,2301,196,20220831093853.0,0,,,0,0,20221014,0,,,,ALL,,,,263,,,,,,,2301,,,,
9090,1,20220811,B账户,,RMB,2301,197,20221008164702.0,3,,,0,0,20221014,0,,,,ALL,,,,264,,,,,,,2301,,,,
9090,1,20220812,C账户,,RMB,2301,198,20221008164732.0,3,,,0,0,20221014,0,,,,ALL,,,,265,,,,,,,2301,,,,
CS,1,20220825001,cs,,RMB,2301,233,,0,,,0,0,20221014,0,,cs001,,0^1^2^3^4^5^6^7^D^F^S^X^Y^Z^N^H^V^Q^8^U,,,,304,,,,,,,,,,,2301
NAN,1,20220830,现货账户,,HKD^RMB^USD,2301,242,20221008165559.0,0,,,0,0,20221014,0,,,,ALL,,,,,,,,,,,,,,,2301
0001,1,2022083001,zll股份调整现货资金账号,,RMB,2301,248,20221008170221.0,0,,,0,0,20221014,0,,,,,,,,,,,,,,,2301,,,,2301
0001,1,2022083002,zll股份调整期货,,RMB,2301,248,20221008170201.0,1,,,0,0,20221014,0,,,,,,,,,367,,,,,,2301,,,,
NAN,1,20220831,分中心账户,,RMB,2301,,20220831094127.0,0,,,0,0,20221014,0,,,,ALL,,,,,,,,,,,2301,,,,2301
NAN,1,20220832,新增资金账号测试测试测试七八嘻嘻嘻我西西我洗我洗我洗我洗我洗已我西喜爱,,RMB,2301,242,20221008165539.0,0,,,0,0,20221014,0,,,,ALL,,,,,,,,,,,,,,,2301
NAN,1,20220833,中后台资金账号,,RMB,2301,242,20221008165519.0,0,,,0,0,20221014,0,,,,0^1^2^3^4^5^6^7^D^F^S^X^Y^Z^N^H^V^Q^8^U,,,,338,,,,,,,2301,,,,2301
NAN,1,20220834,可用计算,,RMB,2301,242,20221008165459.0,0,,,0,0,20221014,0,,,,,,,,,,,,,,,,,,,2301
NAN,1,20220836,信用账户,,RMB,2301,246,20221008165739.0,3,,,0,0,20221014,0,,,,0^1^2^3^4^5^6^7^D^F^S^X^Y^Z^N^H^V^Q^8^U,,,,,,,,,,,,20220836,,,2301
NAN,1,20220837,信用1,,RMB,2301,246,20221008165709.0,3,,,0,0,20221014,0,,,,0^1^2^3^4^5^6^7^D^F^S^X^Y^Z^N^H^V^Q^8^U,,,,,,,,,,,,20220837,,,2301
NAN,1,20220838,新增分中心,,RMB,2301,243,20221008165639.0,0,,,0,0,20221014,0,,,,0^1^2^3^4^5^6^7^D^F^S^X^Y^Z^N^H^V^Q^8^U,,,,,,,,,,,,20220838,,,2301
NAN,1,20220840,资金账户,,RMB,2301,254,20221008170351.0,0,,,0,0,20221014,0,,,,0^1^2^3^4^5^6^7^D^F^S^X^Y^Z^N^H^V^Q^8^U,,,,363,,,,,,,,,,,2301
NAN,1,20220841,20220841,,RMB,2301,255,20221008170411.0,0,,,0,0,20221014,0,,,,,,,,364,,,,,,,,,,,2301
NAN,1,20220901,20220901,,RMB,2301,278,20221008170902.0,0,,,0,0,20221014,0,,,,0^1^2^3^4^5^6^7^8^F^S^D^Z^X^Y^N^H^U^V^W^Q^G^T,,,,399,,,,,,,2301,,,,
NAN,1,20220902,20220902,,RMB,2301,280,20221008170952.0,0,,,0,0,20221014,0,,,,0^1^2^3^4^5^6^7^8^F^S^D^Z^X^Y^N^H^U^V^W^Q^G^T,,,,402,,,,,,,2301,,,,
7432,1,202209061001,YJ期货,,RMB,2301,,0.0,1,,,0,0,20221014,0,,,,ALL,,,,,,,,,,,2301,,,,
0718,1,20220907,Bond,,RMB,2301,,20221008174809.0,0,,,0,0,20221014,0,,,,ALL,,,,,,,,,,,2301,,,,
7432,35,2022090810001,YJ现货,,RMB,2301,,20221008175509.0,0,,,0,0,20221014,0,,,,ALL,,,,,,,,,,,2301,20220906,,,
8888,1,20220915,20220915,,RMB,2301,489,20221008180301.0,0,,,0,0,20221014,0,,,,0,,,,674,,,,,,,2301,,,,
0001,1,20220926,20220926,,RMB,2301,645,,1,,,0,0,20221014,0,,,,,,,,,850,850,850,,,,2301,,,,
2022,1,20220948,wr费用验证,,RMB,2301,289,20221008171152.0,0,,,0,0,20221014,0,,,,0^1^2^3^4^5^6^7^8^F^S^D^Z^X^Y^N^H^U^V^W^Q^G^T,,,,417,,,,,,,2301,20220948,,,
0001,1,20221010,20221010资金账号,,RMB,2301,,,0,,,0,0,20221014,0,,,,,,,,,,,,,,,,,,,2301
DSSC,1,20221011,123,Htx6s4ahU1+MbOcRMeD0Rg==,RMB,2301,,20221008175819.0,3,,,0,0,20221014,0,,,,ALL,,,,,,,,,,,2301,,,,
0001,1,20221025,期货资金账号003,,RMB,2301,366,20221008173607.0,1,,,0,0,20221014,0,,,,ALL,,,,535,,,,,,,2301,20221025,,,
0001,1,20221228,快速期货1227,,RMB,2301,367,20221008173628.0,1,,,0,0,20221014,0,,,,ALL,,,,536,,,,,,,2301,20221228,,,
2022,1,20221703,wr快速开户,,RMB,2301,284,20221008171052.0,0,,,0,0,20221014,0,,,,ALL,,,,407,,,,,,,2301,20221703,,,
2022,1,20221903,20221903,,RMB,2301,249,20221008170251.0,3,,,0,0,20221014,0,,,,,,,,,,,,,,,2301,,,,
2022,1,20222022,wr快速开户验证,,RMB,2301,309,20221008171612.0,0,,,0,0,20221014,0,,,,ALL,,,,453,,,,,,,2301,20222022,,,
0712,1,22,222,,RMB,2301,,,0,,,0,0,20221014,0,,,,,,,,,,,,,,,2301,,,,
CS,1,2222,222,,RMB,2301,270,20221008170742.0,0,,,0,0,20221014,0,,,,ALL,,,,383,,,,,,,2301,2222,,,
NAN,1,2222111111,2222,,RMB,2301,317,20221008172012.0,0,,,0,0,20221014,0,,,,0^1^2^3^4^5^6^7^8^F^S^D^Z^X^Y^N^H^U^B^V^W^Q^G^T,,,,463,,,,,,,2301,,,,
0,1,222222,11111,,RMB,2301,,,0,,,0,0,20221014,0,,,,,,,,,,,,,,,2301,,,,
2022,1,223,112,,RMB,2301,679,20221008184046.0,0,,,0,0,20221014,0,,,,ALL,,,,886,,,,,,,2301,223,,,
NAN,1,23444,5555,,RMB,2301,308,,0,,,0,0,20221014,0,,,,0^1^2^3^4^5^6^7^8^F^S^D^Z^X^Y^N^H^U^B^V^W^Q^G^T,,,,451,,,,,,,2301,,,,
NAN,1,252525,test-2,,RMB,2301,259,20221008170531.0,0,,,0,0,20221014,0,,,,,,,,370,,,,,,,2301,,,,
NAN,1,2544,2344,,RMB,2301,283,20221008171032.0,0,,,0,0,20221014,0,,,,0^1^2^3^4^5^6^7^8^F^S^D^Z^X^Y^N^H^U^V^W^Q^G^T,,,,405,,,,,,,2301,,,,
NAN,1,2566333,GUI,,RMB,2301,,0.0,0,,,0,0,20221014,0,,,,ALL,,,,,,,,,,,2301,,,,
NAN,1,25666,25666,,RMB,2301,298,20221008171332.0,0,,,0,0,20221014,0,,,,0^1^2^3^4^5^6^7^8^F^S^D^Z^X^Y^N^H^U^V^W^Q^G^T,,,,427,,,,,,,2301,,,,
NAN,1,26,26,,RMB,2301,347,20221008172922.0,0,,,0,0,20221014,0,,,,ALL,,,,514,,,,,,,2301,26,,,
NAN,1,26333,哈哈,,RMB,2301,297,20221008171312.0,0,,,0,0,20221014,0,,,,0^1^2^3^4^5^6^7^8^F^S^D^Z^X^Y^N^H^U^V^W^Q^G^T,,,,426,,,,,,,2301,,,,
NAN,1,267,267,,RMB,2301,267,20221008170722.0,0,,,0,0,20221014,0,,,,,,,,380,,,,,,,2301,,,,
NAN,1,276,276,,RMB,2301,276,20221008170842.0,0,,,0,0,20221014,0,,,,0^1^2^3^4^5^6^7^8^F^S^D^Z^X^Y^N^H^U^V^W^Q^G^T,,,,390,,,,,,,2301,,,,
NAN,1,298,298,,RMB,2301,291,20221008171232.0,0,,,0,0,20221014,0,,,,0^1^2^3^4^5^6^7^8^F^S^D^Z^X^Y^N^H^U^V^W^Q^G^T,,,,419,,,,,,,2301,,,,
TH,1,30012345,TH资金账号1,,RMB,2301,221,20220913183702.0,0,,,0,0,20221014,0,,,,,,,,289,,,,,,,,,,,2301
TH,1,30012346,TH资金账户,,RMB,2301,,20221008165144.0,3,,,0,0,20221014,0,,,,,,,,,,,,,,,2301,,,,
NAN,1,321,321,,RMB,2301,361,20221008173424.0,3,,,0,0,20221014,0,,,,ALL,,,,528,,,,,,,2301,321,,,
0001,1,328778323,zjtest,,RMB,2301,329,20221008172412.0,0,,,0,0,20221014,0,,,,ALL,,,,494,,,,,,,2301,328778323,,,
G33,1,330001,330001资金账号,4KxjR/U2KkMz95ny+x/G6A==,RMB,2301,294,20221008171252.0,0,,,0,0,20221014,0,,,,,,,,423,,,,,,,2301,,,,
G33,1,33090201,33资金账号（含产品）,E/E5IlIdf91UdRqDZjCPIw==,RMB,2301,,,0,,,0,0,20221014,0,,,,,,,,,,,,,,,2301,,,,
G33,1,33202201,33资金账号,E/E5IlIdf91UdRqDZjCPIw==,RMB,2301,,,0,,,0,0,20221014,0,,,,,,,,,,,,,,,2301,,,,
080,1,333080,账号名称080,,RMB,2301,546,20221008181649.0,1,,,0,0,20221014,0,,,,,,,,741,741,741,741,,,,2301,,,,
21,1,33321,账号名称21,,RMB,2301,485,20221008180220.0,1,,,0,0,20221014,0,,,,,,,,670,670,670,670,,,,2301,,,,
239,1,333239,账号名称239,,RMB,2301,758,20221011132209.0,1,,,0,0,20221014,0,,,,,,,,978,978,978,978,,,,2301,,,,
262,1,333262,账号名称262,,RMB,2301,760,20221011132251.0,1,,,0,0,20221014,0,,,,,,,,984,984,984,984,,,,2301,,,,
296,1,333296,账号名称296,,RMB,2301,535,20221008181327.0,1,,,0,0,20221014,0,,,,,,,,730,730,730,730,,,,2301,,,,
314,1,333314,账号名称314,,RMB,2301,504,20221008180603.0,1,,,0,0,20221014,0,,,,,,,,697,697,697,697,,,,2301,,,,
NAN,1,33333,33333,,RMB,2301,355,20221008173202.0,0,,,0,0,20221014,0,,,,0^1^2^3^4^5^6^7^8^F^S^D^Z^X^Y^N^H^U^B^V^W^Q^G^T,,,,522,,,,,,,2301,,,,
348,1,333348,账号名称348,,RMB,2301,550,20221008181812.0,1,,,0,0,20221014,0,,,,,,,,745,745,745,745,,,,2301,,,,
397,1,333397,账号名称397,,RMB,2301,764,20221011132354.0,1,,,0,0,20221014,0,,,,,,,,994,994,994,994,,,,2301,,,,
441,1,333441,账号名称441,,RMB,2301,595,,1,,,0,0,20221014,0,,,,,,,,966,966,966,966,,,,2301,,,,
471,1,333471,账号名称471,,RMB,2301,753,,1,,,0,0,20221014,0,,,,,,,,963,963,963,963,,,,2301,,,,
493,1,333493,账号名称493,,RMB,2301,757,20221011132148.0,1,,,0,0,20221014,0,,,,,,,,975,975,975,975,,,,2301,,,,
497,1,333497,账号名称497,,RMB,2301,759,20221011132230.0,1,,,0,0,20221014,0,,,,,,,,981,981,981,981,,,,2301,,,,
51,1,33351,账号名称51,,RMB,2301,503,20221008180542.0,1,,,0,0,20221014,0,,,,,,,,696,696,696,696,,,,2301,,,,
587,1,333587,账号名称587,,RMB,2301,608,,1,,,0,0,20221014,0,,,,,,,,969,969,969,969,,,,2301,,,,
62,1,33362,账号名称62,,RMB,2301,402,,1,,,0,0,20221014,0,,,,,,,,695,695,695,695,,,,2301,,,,
653,1,333653,账号名称653,,RMB,2301,510,20221008180725.0,1,,,0,0,20221014,0,,,,,,,,703,703,703,703,,,,2301,,,,
673,1,333673,账号名称673,,RMB,2301,762,20221011132312.0,1,,,0,0,20221014,0,,,,,,,,988,988,988,988,,,,2301,,,,
841,1,333841,账号名称841,,RMB,2301,548,20221008181730.0,1,,,0,0,20221014,0,,,,,,,,743,743,743,743,,,,2301,,,,
855,1,333855,账号名称855,,RMB,2301,549,20221008181751.0,1,,,0,0,20221014,0,,,,,,,,744,744,744,744,,,,2301,,,,
878,1,333878,账号名称878,,RMB,2301,763,20221011132333.0,1,,,0,0,20221014,0,,,,,,,,991,991,991,991,,,,2301,,,,
8892,1,3338892,账号名称8892,,RMB,2301,,,1,,,0,0,20221014,0,,,,,,,,558,558,558,558,,,,2301,,,,
92,1,33392,账号名称92,,RMB,2301,486,20221008180241.0,1,,,0,0,20221014,0,,,,,,,,671,671,671,671,,,,2301,,,,
956,1,333956,账号名称956,,RMB,2301,511,20221008180746.0,1,,,0,0,20221014,0,,,,,,,,704,704,704,704,,,,2301,,,,
976,1,333976,账号名称976,,RMB,2301,756,20221011132127.0,1,,,0,0,20221014,0,,,,,,,,972,972,972,972,,,,2301,,,,
980,1,333980,账号名称980,,RMB,2301,765,20221011132415.0,1,,,0,0,20221014,0,,,,,,,,997,997,997,997,,,,2301,,,,
991,1,333991,账号名称991,,RMB,2301,769,,1,,,0,0,20221014,0,,,,,,,,1001,1001,1001,1001,,,,2301,,,,
times,1,333times,账号名称times,,RMB,2301,,,1,,,0,0,20221014,0,,,,,,,,702,702,702,702,,,,2301,,,,
OTCD,1,33441,对账上海,,RMB,2301,,20221008162123.0,0,,,0,0,20221014,0,,,,ALL,,,,,,,,,,,2301,,,,
OTCD,1,33442,对账上海2,,RMB,2301,,20221008162043.0,0,,,0,0,20221014,0,,,,ALL,,,,,,,,,,,2301,,,,
OTCD,1,33443,对账深圳,,RMB,2301,,20221008162103.0,0,,,0,0,20221014,0,,,,ALL,,,,,,,,,,,2301,,,,
0,1,34555,4444,,RMB,2301,770,,0,,,0,0,20221014,0,,,,ALL,,,,1002,,,,,,,2301,34555,,,
0,1,3455589999,555,,RMB,2301,771,,0,,,0,0,20221014,0,,,,0^1^2^3^4^5^6^7^8^F^S^D^Z^X^Y^N^H^U^B^V^W^Q^G^T,,,,1003,,,,,,,2301,,,,
NAN,1,356666,44444,,RMB,2301,304,20221008171512.0,0,,,0,0,20221014,0,,,,0^1^2^3^4^5^6^7^8^F^S^D^Z^X^Y^N^H^U^B^V^W^Q^G^T,,,,439,,,,,,,2301,,,,
NAN,1,36,36,,RMB,2301,342,20221008172842.0,0,,,0,0,20221014,0,,,,ALL,,,,508,,,,,,,2301,36,,,
NAN,1,365,365,,RMB,2301,368,20221008173648.0,0,,,0,0,20221014,0,,,,ALL,,,,537,,,,,,,2301,365,,,
NAN,1,36655,25666,,RMB,2301,299,20221008171352.0,0,,,0,0,20221014,0,,,,ALL,,,,429,,,,,,,2301,36655,,,
NAN,1,3p,3p,,RMB,2301,331,20221008172502.0,0,,,0,0,20221014,0,,,,0^1^2^3^4^5^6^7^8^F^S^D^Z^X^Y^N^H^U^B^V^W^Q^G^T,,,,497,,,,,,,2301,,,,
0809,1,4343,3434,,RMB,2301,,,0,,,0,0,20221014,0,,,,,,,,,,,,,,,2301,,,,
NAN,1,455555,SS,,RMB,2301,303,20221008171452.0,0,,,0,0,20221014,0,,,,0^1^2^3^4^5^6^7^8^F^S^D^Z^X^Y^N^H^U^B^V^W^Q^G^T,,,,433,,,,,,,2301,,,,
NAN,1,45644,45644,,RMB,2301,265,,0,,,0,0,20221014,0,,,,,,,,378,,,,,,,2301,,,,
0001,1,458963,资金账户,,RMB,2301,324,20221008172232.0,0,,,0,0,20221014,0,,,,ALL,,,,489,,,,,,,2301,458963,,,
8888,1,505066,2022pp,,RMB,2301,,0.0,0,,,0,0,20221014,0,,,,ALL,,,,,,,,,,,2301,,,,
NAN,1,52525252,资金股份调整,,RMB,2301,,20221008170451.0,0,,,0,0,20221014,0,,,,ALL,,,,,,,,,,,2301,,,,
NAN,1,5266666,资产推内存,,RMB,2301,261,,0,,,0,0,20221014,0,,,,,,,,372,,,,,,,2301,,,,
0001,1,555,555,,RMB,2301,,,0,,,0,0,20221014,0,,,,,,,,,,,,,,,2101,555,,,
0001,1,5555,5555,,RMB,2301,672,20221008183946.0,0,,,0,0,20221014,0,,,,ALL,,,,879,,,,,,,2301,5555,,,
NAN,1,556,556,,RMB,2301,330,20221008172442.0,3,,,0,0,20221014,0,,,,ALL,,,,495,,,,,,,2301,556,,,
NAN,1,5622,2566,,RMB,2301,282,20221008171012.0,0,,,0,0,20221014,0,,,,0^1^2^3^4^5^6^7^8^F^S^D^Z^X^Y^N^H^U^V^W^Q^G^T,,,,404,,,,,,,2301,,,,
NAN,1,58585858,快速开户,,RMB,2301,290,20221008171212.0,0,,,0,0,20221014,0,,,,ALL,,,,418,,,,,,,2301,58585858,,,
NAN,1,589,589,,RMB,2301,351,20221008173042.0,0,,,0,0,20221014,0,,,,ALL,,,,518,,,,,,,2301,589,,,
NAN,1,64,64,,RMB,2301,346,20221008172902.0,0,,,0,0,20221014,0,,,,ALL,,,,513,,,,,,,2301,64,,,
NAN,1,654,654,,RMB,2301,349,20221008173002.0,0,,,0,0,20221014,0,,,,ALL,,,,516,,,,,,,2301,654,,,
0001,1,666,666,,RMB,2301,,,1,,,0,0,20221014,0,,,,,,,,,,,,,,,2301,555,,,
SMJG,1,66600002,SMCP2,tCBw0VBah2ZfySbnFk90rg==,RMB,2301,,20221008165418.0,3,,,0,0,20221014,0,,,,ALL,,,,,,,,,,,2301,,,,
0,1,666666,jing,,RMB,2301,794,,0,,,0,0,20221014,0,,,,ALL,,,,1026,,,,,,,2301,666666,,,
0,1,666667,selin,,RMB,2301,,,0,,,0,0,20221014,0,,,,,,,,,,,,,,,2301,,,,
NAN,1,692,692,,RMB,2301,371,20221008173749.0,0,,,0,0,20221014,0,,,,ALL,,,,540,,,,,,,2301,692,,,
NAN,1,695,695,,RMB,2301,373,20221008173849.0,3,,,0,0,20221014,0,,,,ALL,,,,542,,,,,,,2301,695,,,
NAN,1,698,698,,RMB,2301,364,20221008173526.0,0,,,0,0,20221014,0,,,,ALL,,,,531,,,,,,,2301,698,,,
NAN,1,741,741,,RMB,2301,360,20221008173353.0,3,,,0,0,20221014,0,,,,ALL,,,,527,,,,,,,2301,741,,,
NAN,1,768,768,,RMB,2301,374,20221008173909.0,0,,,0,0,20221014,0,,,,ALL,,,,543,,,,,,,2301,768,,,
xx,1,770000000066,xh+qh66,,RMB,2301,,20221008163609.0,0,,,0,0,20221014,0,,770000000066,,ALL,,,,,,,,,,,2301,,,,
xx,1,77000000526,pt526,sB9ugMiwSIDsCLXlyY57aA==,RMB,2301,,20221008163509.0,0,,,0,0,20221014,0,,,,ALL,,,,,,,,,,,2301,,,,
POC_JG,1,7700000421,zb421test,,RMB,2301,,20221008162805.0,0,,,0,0,20221014,0,,7700000421,,ALL,,,,,,,,,,,2301,,,,
xx,1,7700000424,pt424,haFdRNU4jKGzJ2EpiaCTIg==,RMB,2301,,20221008162925.0,0,,,0,0,20221014,0,,,,ALL,,,,,,,,,,,2301,,,,
